"","rowname","value"
"13882","ErrorMessage","object 'false' not found"
"13883","ErrorType","error"
"13884","ErrorMessage","object 'true' not found"
"13885","ErrorType","error"
"13886","ErrorMessage","unused argument (e)"
"13887","ErrorType","error"
"13889","ErrorMessage","unused argument (x)"
"13890","ErrorType","error"
"13891","ErrorMessage","unused argument (df)"
"13892","ErrorType","error"
"13893","ErrorMessage","unused argument (""df"")"
"13894","ErrorType","error"
"13895","ErrorMessage","argument ""k"" is missing, with no default"
"13896","ErrorType","error"
"13897","ErrorMessage","argument ""n"" is missing, with no default"
"13898","ErrorType","error"
"13899","ErrorMessage","object 'test' not found"
"13900","ErrorType","error"
"13901","ErrorMessage","object 'TEST' not found"
"13902","ErrorType","error"
"13903","ErrorMessage","object 'TEST' not found"
"13904","ErrorType","error"
"13905","ErrorMessage","condition handlers must be specified with a condition class"
"13906","ErrorType","error"
"13907","ErrorMessage","condition handlers must be specified with a condition class"
"13908","ErrorType","error"
"13909","ErrorMessage","condition handlers must be functions"
"13910","ErrorType","error"
"13911","ErrorMessage","condition handlers must be specified with a condition class"
"13912","ErrorType","error"
"13913","ErrorMessage","object 'TEST' not found"
"13914","ErrorType","error"
"13915","ErrorMessage","condition handlers must be specified with a condition class"
"13916","ErrorType","error"
"13917","ErrorMessage","1 argument passed to 'globalenv' which requires 0"
"13918","ErrorType","error"
"13919","ErrorMessage","object 'test' not found"
"13920","ErrorType","error"
"13921","ErrorMessage","1 argument passed to 'globalenv' which requires 0"
"13922","ErrorType","error"
"13923","ErrorMessage","argument ""text"" is missing, with no default"
"13924","ErrorType","error"
"13925","ErrorMessage","object 'test' not found"
"13926","ErrorType","error"
"13927","ErrorMessage","object 'false' not found"
"13928","ErrorType","error"
"13929","ErrorMessage","object 'true' not found"
"13930","ErrorType","error"
"13931","ErrorMessage","object 'test' not found"
"13932","ErrorType","error"
"13933","ErrorMessage","object 'test' not found"
"13934","ErrorType","error"
"13935","ErrorMessage","argument ""text"" is missing, with no default"
"13936","ErrorType","error"
"13937","ErrorMessage","argument ""text"" is missing, with no default"
"13938","ErrorType","error"
"13939","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"13940","ErrorType","warning"
"13941","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"13942","ErrorType","warning"
"13943","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"13944","ErrorType","warning"
"13945","ErrorMessage","argument 'ignore.case = TRUE' will be ignored"
"13946","ErrorType","warning"
"13947","ErrorMessage","argument 'ignore.case = TRUE' will be ignored"
"13948","ErrorType","warning"
"13949","ErrorMessage","argument 'ignore.case = TRUE' will be ignored"
"13950","ErrorType","warning"
"13951","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"13952","ErrorType","warning"
"13953","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"13954","ErrorType","warning"
"13955","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"13956","ErrorType","warning"
"13963","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"13964","ErrorType","warning"
"13965","ErrorMessage","argument ""pattern"" is missing, with no default"
"13966","ErrorType","error"
"13967","ErrorMessage","argument ""x"" is missing, with no default"
"13968","ErrorType","error"
"13969","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"13970","ErrorType","warning"
"13971","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"13972","ErrorType","warning"
"13973","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"13974","ErrorType","warning"
"13975","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"13976","ErrorType","warning"
"13977","ErrorMessage","argument 'ignore.case = TRUE' will be ignored"
"13978","ErrorType","warning"
"13979","ErrorMessage","argument 'ignore.case = TRUE' will be ignored"
"13980","ErrorType","warning"
"13981","ErrorMessage","argument 'ignore.case = TRUE' will be ignored"
"13982","ErrorType","warning"
"13983","ErrorMessage","argument 'ignore.case = TRUE' will be ignored"
"13984","ErrorType","warning"
"13985","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"13986","ErrorType","warning"
"13987","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"13988","ErrorType","warning"
"13989","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"13990","ErrorType","warning"
"13991","ErrorMessage","argument ""x"" is missing, with no default"
"13992","ErrorType","error"
"13993","ErrorMessage","argument ""x"" is missing, with no default"
"13994","ErrorType","error"
"13995","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"13996","ErrorType","warning"
"13997","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"13998","ErrorType","warning"
"13999","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"14000","ErrorType","warning"
"14001","ErrorMessage","argument 'ignore.case = TRUE' will be ignored"
"14002","ErrorType","warning"
"14003","ErrorMessage","argument 'ignore.case = TRUE' will be ignored"
"14004","ErrorType","warning"
"14005","ErrorMessage","argument 'ignore.case = TRUE' will be ignored"
"14006","ErrorType","warning"
"14007","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"14008","ErrorType","warning"
"14009","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"14010","ErrorType","warning"
"14011","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"14012","ErrorType","warning"
"14019","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"14020","ErrorType","warning"
"14021","ErrorMessage","unused arguments (alist(perl = , useBytes = ))"
"14022","ErrorType","error"
"14023","ErrorMessage","argument ""pattern"" is missing, with no default"
"14024","ErrorType","error"
"14025","ErrorMessage","argument should be a character vector of length 1
all but the first element will be ignored"
"14026","ErrorType","warning"
"14027","ErrorMessage","argument should be a character vector of length 1
all but the first element will be ignored"
"14028","ErrorType","warning"
"14029","ErrorMessage","argument should be a character vector of length 1
all but the first element will be ignored"
"14030","ErrorType","warning"
"14031","ErrorMessage","argument should be a character vector of length 1
all but the first element will be ignored"
"14032","ErrorType","warning"
"14033","ErrorMessage","argument should be a character vector of length 1
all but the first element will be ignored"
"14034","ErrorType","warning"
"14035","ErrorMessage","argument should be a character vector of length 1
all but the first element will be ignored"
"14036","ErrorType","warning"
"14037","ErrorMessage","argument should be a character vector of length 1
all but the first element will be ignored"
"14038","ErrorType","warning"
"14039","ErrorMessage","argument should be a character vector of length 1
all but the first element will be ignored"
"14040","ErrorType","warning"
"14041","ErrorMessage","argument should be a character vector of length 1
all but the first element will be ignored"
"14042","ErrorType","warning"
"14043","ErrorMessage","argument should be a character vector of length 1
all but the first element will be ignored"
"14044","ErrorType","warning"
"14045","ErrorMessage","argument should be a character vector of length 1
all but the first element will be ignored"
"14046","ErrorType","warning"
"14047","ErrorMessage","argument should be a character vector of length 1
all but the first element will be ignored"
"14048","ErrorType","warning"
"14049","ErrorMessage","argument should be a character vector of length 1
all but the first element will be ignored"
"14050","ErrorType","warning"
"14051","ErrorMessage","argument should be a character vector of length 1
all but the first element will be ignored"
"14052","ErrorType","warning"
"14053","ErrorMessage","argument should be a character vector of length 1
all but the first element will be ignored"
"14054","ErrorType","warning"
"14055","ErrorMessage","argument should be a character vector of length 1
all but the first element will be ignored"
"14056","ErrorType","warning"
"14057","ErrorMessage","argument should be a character vector of length 1
all but the first element will be ignored"
"14058","ErrorType","warning"
"14059","ErrorMessage","argument is missing, with no default"
"14060","ErrorType","error"
"14067","ErrorMessage","cannot xtfrm data frames"
"14068","ErrorType","warning"
"14070","ErrorMessage","argument ""x"" is missing, with no default"
"14071","ErrorType","error"
"14072","ErrorMessage","argument ""x"" is missing, with no default"
"14073","ErrorType","error"
"14074","ErrorMessage","argument ""x"" is missing, with no default"
"14075","ErrorType","error"
"14076","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"14077","ErrorType","warning"
"14078","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"14079","ErrorType","warning"
"14080","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"14081","ErrorType","warning"
"14082","ErrorMessage","argument 'ignore.case = TRUE' will be ignored"
"14083","ErrorType","warning"
"14084","ErrorMessage","argument 'ignore.case = TRUE' will be ignored"
"14085","ErrorType","warning"
"14086","ErrorMessage","argument 'ignore.case = TRUE' will be ignored"
"14087","ErrorType","warning"
"14088","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"14089","ErrorType","warning"
"14090","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"14091","ErrorType","warning"
"14092","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"14093","ErrorType","warning"
"14094","ErrorMessage","argument 'replacement' has length > 1 and only the first element will be used"
"14095","ErrorType","warning"
"14096","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"14097","ErrorType","warning"
"14098","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"14099","ErrorType","warning"
"14100","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"14101","ErrorType","warning"
"14102","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"14103","ErrorType","warning"
"14104","ErrorMessage","argument 'pattern' has length > 1 and only the first element will be used"
"14105","ErrorType","warning"
"14106","ErrorMessage","unused arguments (alist(open = , encoding = , compression = , close = ))"
"14107","ErrorType","error"
"14108","ErrorMessage","argument ""con"" is missing, with no default"
"14109","ErrorType","error"
"14110","ErrorMessage","'con' is not a connection"
"14111","ErrorType","error"
"14112","ErrorMessage","'con' is not a connection"
"14113","ErrorType","error"
"14114","ErrorMessage","'con' is not a connection"
"14115","ErrorType","error"
"14116","ErrorMessage","'con' is not a connection"
"14117","ErrorType","error"
"14118","ErrorMessage","'con' is not a connection"
"14119","ErrorType","error"
"14120","ErrorMessage","'con' is not a connection"
"14121","ErrorType","error"
"14122","ErrorMessage","'con' is not a connection"
"14123","ErrorType","error"
"14124","ErrorMessage","'con' is not a connection"
"14125","ErrorType","error"
"14126","ErrorMessage","'con' is not a connection"
"14127","ErrorType","error"
"14128","ErrorMessage","'con' is not a connection"
"14129","ErrorType","error"
"14130","ErrorMessage","unused argument (alist(close = ))"
"14131","ErrorType","error"
"14132","ErrorMessage","argument ""description"" is missing, with no default"
"14133","ErrorType","error"
"14134","ErrorMessage","invalid 'description' argument"
"14135","ErrorType","error"
"14136","ErrorMessage","invalid 'description' argument"
"14137","ErrorType","error"
"14138","ErrorMessage","invalid 'description' argument"
"14139","ErrorType","error"
"14140","ErrorMessage","invalid 'description' argument"
"14141","ErrorType","error"
"14142","ErrorMessage","invalid 'description' argument"
"14143","ErrorType","error"
